Data of census 2001 of Pune Municipal Corporation Published by CENSUS OF INDIA ,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Area of town/ward in  -243.049.sq km,Column22,Column23
Name of Town/Ward,No of House Holds,Total Population (includin instituional) and Houseless Population,,,Scheduled Castes,,,Schedules Tribes,,,Literates,,,illiterates,,,Total Population in the age group (0-6),,,Ward office name,Ward Name in English,Ward Name in Marathi,
,,Population,Male,Female,Population,Male,Female,Population,Male,Female,Population,Male,Female,Population,Male,Female,Population,Male,Female,,,,
Ward No.116,2540,10536,5219,5317,83,17,66,14,2,12,9543,4784,4759,993,435,558,680,359,321,Vishrambaug,Vishrambaugwada,विश्रामबागवाडा,विश्रामबागवाडा,
Ward No.117,2717,10957,5462,5495,67,40,27,10,6,4,9945,5020,4925,1012,442,570,682,349,333,Vishrambaug,Kesriwada,vishrambaugwada,केसरीवाडा, विश्रामबागवाडा,
 Ward No.118,2302,9961,4982,4979,462,229,233,63,28,35,8644,4413,4231,1317,569,748,661,355,306,Vishrambaug,Dyanprabodhini,Vishrambaugwada,ज्ञानप्रबोधिनी, विश्रामबागवाडा,
Ward No.119,2497,11249,5785,5464,105,57,48,70,38,32,9627,5119,4508,1622,666,956,835,444,391,Gholeroad,Balgandharv Rangmandir,Gholeroad,बालगंधर्व रंगमंदीर, घोलेरोड,
Ward No.120,3314,13178,6719,6459,95,46,49,17,8,9,11772,6114,5658,1406,605,801,894,469,425,Vishrambaug,Shaniwarwada,Vishrambaugwada,शनिवारवाडा,विश्रामबागवाडा,
Ward No.121,2363,10460,5328,5132,62,31,31,82,40,42,9279,4854,4425,1181,474,707,741,372,369,Kasba,Kasba Ganpati,Kasba,कसबा गणपती, कसबा पेठ,
 Ward No.122,1818,8350,3983,4367,129,44,85,29,11,18,6959,3531,3428,1391,452,939,589,312,277,Kasba,Sonya Maruti Mandir,Kasba,सोनन्या मारूती मंदीर, कसबा पेठ,
Ward No.123,1797,9799,4269,5530,890,187,703,8,4,4,6954,3630,3324,2845,639,2206,843,447,396,Kasba,City Post,Kasba,सिटी पोस्ट, कसबा पेठ,
Ward No.124,2321,9534,4932,4602,58,27,31,0,0,0,8316,4407,3909,1218,525,693,686,373,313,Vishrambaug,Mahatma phule Mandi,Vishrambaugwada,महात्मा फुले मंडर्इ, विश्रामबागवाडा,
Ward No.125,2958,12962,6775,6187,1489,762,727,261,137,124,10507,5802,4705,2455,973,1482,1488,754,734,Yerwada,Kalas,Yerwada,कळस, येरवडा,
Ward No.126,5612,25364,13312,12052,3321,1696,1625,945,509,436,19679,10973,8706,5685,2339,3346,3341,1730,1611,Yerwada,Dhanori,Yerwada,धानोरी, येरवडा,
 Ward No.127,3390,15428,8220,7208,1923,1018,905,293,157,136,10947,6334,4613,4481,1886,2595,2224,1187,1037,Yerwada,Lohagaon,Yerwada,लोहगांव, येरवडा,
Ward No.128,8835,39348,21087,18261,4812,2547,2265,376,218,158,27084,15809,11275,12264,5278,6986,6407,3377,3030,Yerwada,Kharadi,Yerwada,खराडी, येरवडा,
Ward No.129,11949,52803,27829,24974,3982,2065,1917,450,230,220,41038,22730,18308,11765,5099,6666,7018,3755,3263,Yerwada,Wadgonsheri,Yerwada,वडगांव शेरी,येरवडा,
 Ward No.130,3494,14934,8025,6909,1493,771,722,192,106,86,10804,6243,4561,4130,1782,2348,2285,1184,1101,Hadapsar,Mundhava Urvarit (Keshavnagar) Hadapsar,मुढवा उर्वरीत (केशवनगर, हडपसर),
 Ward No.131,8210,36875,19462,17413,2836,1481,1355,312,163,149,26715,15148,11567,10160,4314,5846,5751,3023,2728,Hadapsar,SasaneNagar,Sadesatranali,Hadapsar,ससाणे नगर, साडेसतरानळी, हडपसर,
 Ward No.132,5908,25807,13771,12036,1474,773,701,156,84,72,21322,11749,9573,4485,2022,2463,2974,1672,1302,Hadapsar,Vitthalnagar,Hadapsar,विठ्ठलनगर, हडपसर,
Ward No.133,5242,24509,12901,11608,3945,2064,1881,318,167,151,17017,9841,7176,7492,3060,4432,3309,1758,1551,Hadapsar,Manjri Bk,Hadapsar,मांजरी बुदु्क, हडपसर,
Ward No.134,1786,8140,4348,3792,1740,861,879,53,30,23,5459,3246,2213,2681,1102,1579,1270,680,590,Hadapsar,Mohamadwadi,Hadapsar,मोहंमदवाडभ, हडपसर,
Ward No.135,708,2744,1488,1256,347,184,163,76,38,38,1811,1082,729,933,406,527,407,221,186,Bibvewadi,Pisoli,Bibvewdi,पिसोळी, बिबवेवाडभ,
Ward No.136,568,2478,1328,1150,357,191,166,53,28,25,1522,905,617,956,423,533,398,210,188,Bibvewadi,Undri,Bibvewdi,उंड्री, बिबवेवाडी,
 Ward No.137,4898,23746,12591,11155,1425,735,690,91,49,42,16490,9276,7214,7256,3315,3941,3852,2020,1832,Bibvewadi,Kodhwa Khurd,Bibvewadi,कोंढवा खुर्द, बिबवेवाडी,
 Ward No.138,3703,16646,8923,7723,2284,1192,1092,142,67,75,11223,6506,4717,5423,2417,3006,2778,1475,1303,Bibvewadi,Kodhwa Budruk,Bibvewadi,कोंढवा बुदु्क, बिबवेवाडी,
 Ward No.139,6169,27440,14662,12778,1669,876,793,216,118,98,20956,11780,9176,6484,2882,3602,4004,2125,1879,Sahakarnagar,Katraj,Sahakarnagar,कात्रज, सहकारनगर,
 Ward No.140,19462,84496,44749,39747,4735,2434,2301,532,293,239,69338,37886,31452,15158,6863,8295,10249,5539,4710,Sahakarnagar,Dhankawadi,Sahakarnagar,धनकवडी, सहकारनगर,
Ward No.141,4137,17989,9696,8293,1234,639,595,247,132,115,13199,7630,5569,4790,2066,2724,2860,1527,1333,Sahakarnagar,Ambegaon Khurd,Sahakarnagar,आंबेगांव खुर्द, सहकारनगर,
Ward No.142,552,2701,1414,1287,211,111,100,66,30,36,1656,970,686,1045,444,601,477,256,221,Sahakarnagar,Ambegaon Budruk,Sahakarnagar,आंबेगांव बुदु्क, सहकारनगर,
 Ward No.143,880,3859,2053,1806,285,152,133,45,27,18,2507,1485,1022,1352,568,784,679,363,316,Tilakroad,Narhe,Tilakroad,न-हे, टिळक रोड,
Ward No.144,496,2116,1109,1007,159,79,80,18,9,9,1562,867,695,554,242,312,330,175,155,Tilakroad,Vadgaon Khurd,Tilakroad,वडगांव खुर्द, टिळक रोड,
 Ward No.145,4324,18611,9858,8753,1443,739,704,171,85,86,13501,7694,5807,5110,2164,2946,2593,1317,1276,Tilakroad,Dhayari,Tilakroad,धायरी, टिळक रोड,
Ward No.146,1216,5839,3179,2660,627,347,280,52,34,18,3579,2192,1387,2260,987,1273,879,468,411,Tilakroad,Nanded,Tilakroad,नांदेड, टिळक रोड,
Ward No.147,980,4334,2269,2065,734,376,358,106,57,49,3311,1848,1463,1023,421,602,597,316,281,Tilakroad,Kirkatwadi,Tilakroad,किरकटवाडी, टिळक रोड,
Ward No.148,1549,7056,3651,3405,696,369,327,86,43,43,4963,2828,2135,2093,823,1270,966,512,454,Tilakroad,Khadakwasla,Tilakroad,खडकवासला, टिळक रोड,
Ward No.149,11205,44946,24032,20914,2362,1231,1131,282,148,134,34971,19468,15503,9975,4564,5411,6254,3298,2956,Tilakroad,Vadgaon Budruk,Tilakroad,वडगांव बुदु्क, टिळक रोड,
Ward No.150,6105,24829,12888,11941,1107,585,522,96,56,40,19962,10697,9265,4867,2191,2676,3094,1605,1489,Tilakroad,Higne Khurd,Tilakroad,हिंगणे खुर्द, टिळक रोड,
 Ward No.151,10168,43700,23531,20169,4549,2422,2127,850,443,407,30984,17829,13155,12716,5702,7014,6660,3478,3182,karveroad,Warje,Karveroad,वारजे, कर्वेरोड,
 Ward No.152,1432,6661,3636,3025,832,430,402,196,111,85,4918,2849,2069,1743,787,956,880,491,389,karveroad,Shivne,Karveroad,शिवणे, कर्वेरोड,
Ward No.153,1429,6476,3366,3110,1106,562,544,101,56,45,4807,2735,2072,1669,631,1038,817,409,408,karveroad,UttamNagar,Karveroad,उत्तमनगर, कर्वेरोड,
Ward No.154,637,2976,1523,1453,418,218,200,280,137,143,2260,1237,1023,716,286,430,401,210,191,karveroad,New Kopre,Karveroad,न्यू कोपरे, कर्वेरोड,
 Ward No.155,1013,4675,2400,2275,466,237,229,122,64,58,3387,1884,1503,1288,516,772,581,326,255,karveroad,Kondhve Dhawde,Karveroad,कोढवे- घावडे, कर्वेरोड,
 Ward No.156,5395,21037,11032,10005,565,293,272,74,35,39,17218,9302,7916,3819,1730,2089,2493,1297,1196,karveroad,Urvarit Kothrud,Karveroad,उर्वरित कोथरूड, कर्वेरोड,
 Ward No.157,1280,5624,3052,2572,774,401,373,95,54,41,3527,2172,1355,2097,880,1217,981,523,458,Aundh ,Bavdhan Budruk,Aundh,बावधन बुद्रुक, औंध,
 Ward No.158,1505,6025,3218,2807,453,246,207,76,49,27,4103,2365,1738,1922,853,1069,898,466,432,Aundh ,Bavdhan Khurd,Aundh,बावधन खुर्द, औंध,
 Ward No.159,599,2929,1508,1421,116,59,57,25,10,15,1973,1135,838,956,373,583,427,221,206,Aundh ,Sus,Aundh,सूस, औध,
Ward No.160,703,3629,1958,1671,333,180,153,311,178,133,2520,1482,1038,1109,476,633,542,317,225,Aundh ,Mahalunge,Aundh,महाळुंगे, औध,
Ward No.161,879,4069,2193,1876,500,256,244,93,54,39,2715,1622,1093,1354,571,783,624,332,292,Aundh ,Balewadi,Aundh,बालेवाडी, औध,
 Ward No.162,3796,16554,9103,7451,994,506,488,57,27,30,11989,7072,4917,4565,2031,2534,2264,1206,1058,Aundh ,Baner,Aundh,बाणेर, औध,
Total,555771,2538473,1321338,1217135,298841,152258,146583,24442,12840,11602,1930063,1064508,865555,608410,256830,351580,302960,158672,144288,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Population,Male,Female,,,,Toal Pop,Sc,St,Other,,,,Population,Male,Female,,,,,,,,
2538473,1321338,1217135,,,,2538473,298841,24442,2215190,,,,298841,152258,146583,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Literates,,illiterates,,,,,Literates,illiterates,Tolal,,,,,,,,
Population,Male,Female,,,,Male,Female,Male,Female,,,,1930063,608410,2538473,,,,,,,,
24442,12840,11602,,,,1064508,865555,256830,351580,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
